Model,Item,Part No.,Alternate Part No.,Part Name (BOM),Part Description (TCLNA),Price,Inventory,New Part No. Inventory,Accessory?,Service,Never,Notes,Mario,Inspect?,Type,Year Sold
12PH32,24,810701362,,Under Duct subassembly,Under Duct subassembly,$-,0,0,,,,,,,Portable,2021
12PH32,25,810700219,,Fan of evaporator,Fan of evaporator,$-,0,0,,,,,,,Portable,2021
12PH32,26,810700514,,Fixer of fan motor,Fixer of fan motor,$-,0,0,,,,,,,Portable,2021
12PH32,27,810700223,,Axis of fan,Axis of fan,$-,0,0,,,,,,,Portable,2021
12PH32,28,810701061A,,Air outlet part subassembly,Air outlet part subassembly,$7.45,5,0,,Y,,,,,Portable,2021
12PH32,29,810700515,,lead of water,lead of water,$-,0,0,,,,,,,Portable,2021
12PH32,30,8070130039,,Sensor fixer,Sensor fixer,$-,0,0,,,,,,,Portable,2021
12PH32,31,1175032007,92007-005463,Sensor resistance,Sensor resistance,$8.04,10,0,,Y,,,,,Portable,2021
12PH32,32,811200479,,Evaporator,Evaporator,$-,0,0,,,,,,,Portable,2021
12PH32,33,810700510A,,Upper Duct subassembly,Upper Duct subassembly,$-,0,0,,,,,,,Portable,2021
12PH32,34,810900103,,Fan motor of evaporator,Fan motor of evaporator,$-,0,0,,,,,,,Portable,2021
12PH32,35,810700502H,,Evaporator grill subassembly,Evaporator grill subassembly,$16.88,15,0,Y,,,,,,Portable,2021
12PH32,36,810701052B,,Cover of drainage hose subassembly,Cover of drainage hose subassembly,$0.85,10,0,Y,,,,,,Portable,2021
12PH32,37,810700695E,,Back panel,Back panel,$-,0,0,,,,,,,Portable,2021
12PH32,38,810900137,,Fan motor of condensor,Fan motor of condensor,$47.46,5,0,,Y,,,,,Portable,2021
12PH32,39,810700230E,,Rear duct of condenser subassembly,Rear duct of condenser subassembly,$-,0,0,,,,,,,Portable,2021
12PH32,40,42001-000057,,Clamp,Clamp,$-,0,0,,,,,,,Portable,2021
12PH32,41,810900031A,,Float switch,Float switch,$-,0,0,,,,,,,Portable,2021
12PH32,42,810701097,,Splash moter cover,Splash moter cover,$-,0,0,,,,,,,Portable,2021
12PH32,43,810900472,,Splash motor,Splash motor,$-,0,0,,,,,,,Portable,2021
12PH32,44,810700539,,Splash disk,Splash disk,$-,0,0,,,,,,,Portable,2021
12PH32,45,810700027,,Stopper,Stopper,$1.54,10,0,Y,,,,,,Portable,2021
12PH32,46,814100291C,,Base subassembly,Base subassembly,$-,0,0,,,,,,,Portable,2021
12PH32,47,810701160,,Castor subassembly,"caster, set of four",$3.92,108,0,Y,,,,,,Portable,2021
12PH32,48,811200149,,Compressor,Compressor,$-,0,0,,,,,,,Portable,2021
12PH32,49,811200474,,Capillary,Capillary,$-,0,0,,,,,,,Portable,2021
12PH32,50,811201378,,4-way valve assembly,4-way valve assembly,$-,0,0,,,,,,,Portable,2021
12PH32,51,8170110005,,4-way valve wiring,4-way valve wiring,$-,0,0,,,,,,,Portable,2021
12PH32,52,810900467,,Power cord,Power cord,$33.50,5,0,,Y,,,,,Portable,2021
12PH32,54,810700745,,Hose outlet,Hose outlet,$6.00,26,0,Y,,,,,,Portable,2021
12PH32,55,8120120025A,,Exhaust Hose,Exhaust Hose,$12.30,69,0,Y,,,,,,Portable,2021
12PH32,56,810701628A,,Hose inlet,Hose inlet,$4.00,18,0,Y,,,,,,Portable,2021
12PH32,57,1075110004AA,41214-001071,Window slider,"Window slider kit, oval",$15.08,111,0,Y,,,,,,Portable,2021
12PH32,58,811302409,,Upper foam,Upper foam,$-,0,0,,,,,,,Portable,2021
12PH32,59,811302410,,Bottom foam,Bottom foam,$-,0,0,,,,,,,Portable,2021
12PH32,*,810700240A,,No-hole window slider,"No-hole window slider, single",$8.00,20,0,Y,,,,,,Portable,2021
12PH32,,FPKW5-6K,,Filler Panel Kit White 5-6K,Filler Panel Kit White 5-6K,$6.00,203,0,Y,,,,,,Portable,2021
12T3E1,,210736553,,swing Vane,swing Vane,$-,0,0,,,,,,,TTW,2021
12T3E1,,210736554,,swing connecting rod,swing connecting rod,$-,0,0,,,,,,,TTW,2021
12T3E1,,210736568,,Main pcb supporter,Main pcb supporter,$-,0,0,,,,,,,TTW,2021
12T3E1,,210736614,,swing rod,swing rod,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738265,,Water drainage pan,Water drainage pan,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738266,,Back Partition plate,Back Partition plate,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738267,,foam shell,foam shell,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738268,,Outlet foam,Outlet foam,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738270,,Front Panel Assembly,Front Panel Assembly,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738271,,Front Panel,Front Panel,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738274,,Leading Flow Circle,Leading Flow Circle,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738277,,Control Box panel,Control Box panel,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738282,,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738331,,Display decorative piece1,Display decorative piece1,$4.00,20,0,,Y,,,,,TTW,2021
12T3E1,,210738332,,Display decorative piece2,Display decorative piece2,$4.00,20,0,,Y,,,,,TTW,2021
12T3E1,,210738333,,Pipe Cover (three-way),Pipe Cover (three-way),$-,0,0,,,,,,,TTW,2021
12T3E1,,210738334,,Pipe Cover (two-way),Pipe Cover (two-way),$-,0,0,,,,,,,TTW,2021
12T3E1,,210738336,,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738337,,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738347,,Guide Vane,Guide Vane,$-,0,0,,,,,,,TTW,2021
12T3E1,,210836745,,Cabinet,Cabinet,$-,0,0,,,,,,,TTW,2021
12T3E1,,210836747,,Front Partition plate,Front Partition plate,$-,0,0,,,,,,,TTW,2021
12T3E1,,210836752,,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,TTW,2021
12T3E1,,210836767,,intake and outtake grille,intake and outtake grille,$10.00,10,0,Y,,,,,,TTW,2021
12T3E1,,210836793,,grille,grille,$5.00,40,0,Y,,,,,,TTW,2021
12T3E1,,210836909,,Partition plate,Partition plate,$-,0,0,,,,,,,TTW,2021
12T3E1,,210836910,,Electrical Box,Electrical Box,$-,0,0,,,,,,,TTW,2021
12T3E1,,210901722,,Fan Motor,Fan Motor,$-,0,0,,,,,,,TTW,2021
12T3E1,,210901745,,Fan Motor Capacitor,Fan Motor Capacitor,$-,0,0,,,,,,,TTW,2021
12T3E1,,210901831,,Compressor Capacitor,Compressor Capacitor,$-,0,0,,,,,,,TTW,2021
12T3E1,,211236902,,Discharge Pipe,Discharge Pipe,$-,0,0,,,,,,,TTW,2021
12T3E1,,211236909,,cold tube,cold tube,$-,0,0,,,,,,,TTW,2021
12T3E1,,211236922,,Condenser,Condenser,$-,0,0,,,,,,,TTW,2021
12T3E1,,211238079,,Evaporator,Evaporator,$-,0,0,,,,,,,TTW,2021
12T3E1,,211238080,,Capillary Assembly,Capillary Assembly,$-,0,0,,,,,,,TTW,2021
12T3E1,,211238084,,Compressor,Compressor,$-,0,0,,,,,,,TTW,2021
12T3E1,,211380373,,Cover Forming,Cover Forming,$-,0,0,,,,,,,TTW,2021
12T3E1,,211380374,,Base Forming,Base Forming,$-,0,0,,,,,,,TTW,2021
12T3E1,,211382758,,Base Carton,Base Carton,$-,0,0,,,,,,,TTW,2021
12T3E1,,210738272A,,Air Filter,Air Filter,$6.64,40,0,Y,,,,,,TTW,2021
12T3E1,,210836781A,,Base,Base,$-,0,0,,,,,,,TTW,2021
12T3E1,,210901411C,,Main pcb,Main pcb,$37.48,15,0,,Y,,,,,TTW,2021
12T3E1,,210901453A,,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,TTW,2021
12T3E1,,210901457C,,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,TTW,2021
12T3E1,,210901465A,,Transformer,Transformer,$5.10,25,0,,Y,,,,,TTW,2021
12T3E1,,41505-000247,,Display PCB cover,Display PCB cover,$-,0,0,,,,,,,TTW,2021
12T3E1,,GSK8-15K,,Gasket Seal Kit,Gasket Seal Kit,$4.00,100,0,Y,,,,,,TTW,2021
12W31-A,,210736561,,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2021
12W31-A,,210736617,,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2021
12W31-A,,210736621,,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2021
12W31-A,,210736622,,Filler Panels Left Rail,Filler Panels Left Rail,$4.08,5,0,Y,,,,,,Window,2021
12W31-A,,210736623,,Filler Panels Right Rail,Filler Panels Right Rail,$4.08,20,0,Y,,,,,,Window,2021
12W31-A,,210736672,,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2021
12W31-A,,210736727,,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2021
12W31-A,,210736728,,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2021
12W31-A,,210737020,,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2021
12W31-A,,210737051,,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2021
12W31-A,,210738621,,Intake grille,Intake grille,$-,0,0,,,,,,,Window,2021
12W31-A,,210739773,,Front Panel Assembly,Front Panel Assembly,$33.04,10,0,,Y,,,,,Window,2021
12W31-A,,210826496,,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2021
12W31-A,,210826602,,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2021
12W31-A,,210826603,,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2021
12W31-A,,210826683,,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2021
12W31-A,,210826720,,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2021
12W31-A,,210826728,,Base,Base,$-,0,0,,,,,,,Window,2021
12W31-A,,210826820,,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2021
12W31-A,,210901435,,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2021
12W31-A,,210901461,,Display PCB,Display PCB,$18.05,35,0,,Y,,,,,Window,2021
12W31-A,,210901539,,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2021
12W31-A,,210901762,,Capacitor,Capacitor,$10.24,5,0,,Y,,,,,Window,2021
12W31-A,,211234443,,Condenser,Condenser,$-,0,0,,,,,,,Window,2021
12W31-A,,211237657,,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2021
12W31-A,,211237712,,Compressor,Compressor,$-,0,0,,,,,,,Window,2021
12W31-A,,211350337,,Base Foaming,Base Foaming,$-,0,0,,,,,,,Window,2021
12W31-A,,211350338,,Top cover,Top cover,$-,0,0,,,,,,,Window,2021
12W31-A,,211368093,,Base Carton,Base Carton,$-,0,0,,,,,,,Window,2021
12W31-A,,214146541,,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2021
12W31-A,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2021
12W31-A,,214165574,,installation accessories,installation accessories,$-,0,0,,,,,,,Window,2021
12W31-A,,1180010019,,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2021
12W31-A,,1180010025,,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2021
12W31-A,,1180010035,,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2021
12W31-A,,1193070510,A2004-000143,Screw bag,Screw bag,$4.00,195,0,Y,,,,,,Window,2021
12W31-A,,210736651B,,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2021
12W31-A,,210736652B,,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2021
12W31-A,,210736653C,,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2021
12W31-A,,210901411C,,Main pcb,Main pcb,$37.48,15,0,,Y,,,,,Window,2021
12W31-A,,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2021
12W31-A,,210901457C,,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2021
12W31-A,,210901465A,,Transformer,Transformer,$5.10,25,0,,Y,,,,,Window,2021
12W31-A,,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2021
12W31-A,,GSK8-15K,,Gasket Seal Kit,Gasket Seal Kit,$4.00,100,0,Y,,,,,,Window,2021
12W3E1,1,210739773,41106-000184,Front Panel Assembly,Front Panel Assembly,$33.04,10,0,,Y,,,,,Window,2021
12W3E1,1.1,210738621,41507-000050,Intake grille,Intake grille,$-,0,0,,,,,,,Window,2021
12W3E1,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2021
12W3E1,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2021
12W3E1,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2021
12W3E1,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2021
12W3E1,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2021
12W3E1,2.4,210901423,10303-100043,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2021
12W3E1,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2021
12W3E1,2.6,210901461,31502-000018,Display PCB,Display PCB,$18.05,35,0,,Y,,,,,Window,2021
12W3E1,2.7,210736561,41507-000031,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2021
12W3E1,2.8,210901465A,10502-100022,Transformer,Transformer,$5.10,25,0,,Y,,,,,Window,2021
12W3E1,2.9,210901411C,31502-000003,Main pcb,Main pcb,$37.48,15,0,,Y,,,,,Window,2021
12W3E1,3,211234361,92011-003346,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2021
12W3E1,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2021
12W3E1,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2021
12W3E1,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2021
12W3E1,7,/,92011-005414,Condenser,Condenser,$-,0,0,,,,,,,Window,2021
12W3E1,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2021
12W3E1,9,210736621,41504-000043,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2021
12W3E1,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2021
12W3E1,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2021
12W3E1,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2021
12W3E1,13,211234298,92014-000262,Compressor,Compressor,$-,0,0,,,,,,,Window,2021
12W3E1,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2021
12W3E1,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2021
12W3E1,20,211351574,A2005-000502,Base Carton,Base Carton,$-,0,0,,,,,,,Window,2021
12W3E1,21,211350337,A1202-000020,Base Foaming,Base Foaming,$-,0,0,,,,,,,Window,2021
12W3E1,22,211350338,A1602-000001,Top cover,Top cover,$-,0,0,,,,,,,Window,2021
12W3E1,23,210901457C,22013-000262,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2021
12W3E1,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2021
12W3E1,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2021
12W3E1,24.3,214146707,41509-000012,Filler Panels,Filler Panels,$6.15,10,0,Y,,,,,,Window,2021
12W3E1,24.4,210736622,41509-000044,Filler Panels Left Rail,Filler Panels Left Rail,$4.08,5,0,Y,,,,,,Window,2021
12W3E1,24.5,210736623,41509-000034,Filler Panels Right Rail,Filler Panels Right Rail,$4.08,20,0,Y,,,,,,Window,2021
12W3E1,24.6,211354038A,A2004-000157,Filler Panels bag,Filler Panels bag,$-,0,0,,,,,,,Window,2021
12W3E1,24.7,214146620,59902-100000,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2021
12W3E1,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2021
12W3E1,24.7.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2021
12W3E1,24.7.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2021
12W3E1,24.7.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2021
12W3E1,24.7.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2021
12W3E1,24.7.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2021
12W3E1,24.7.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2021
12W3E1-A,,210736561,,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210736617,,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2021
12W3E1-A,,210736621,,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210736622,,Filler Panels Left Rail,Filler Panels Left Rail,$4.08,5,0,Y,,,,,,Window,2021
12W3E1-A,,210736623,,Filler Panels Right Rail,Filler Panels Right Rail,$4.08,20,0,Y,,,,,,Window,2021
12W3E1-A,,210736672,,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210736727,,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210736728,,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210737020,,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2021
12W3E1-A,,210737051,,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2021
12W3E1-A,,210738621,,Intake grille,Intake grille,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210739773,,Front Panel Assembly,Front Panel Assembly,$33.04,10,0,,Y,,,,,Window,2021
12W3E1-A,,210826496,,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210826602,,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2021
12W3E1-A,,210826603,,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2021
12W3E1-A,,210826683,,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210826720,,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210826728,,Base,Base,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210826820,,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2021
12W3E1-A,,210901423,,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2021
12W3E1-A,,210901435,,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210901461,,Display PCB,Display PCB,$18.05,35,0,,Y,,,,,Window,2021
12W3E1-A,,210901539,,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2021
12W3E1-A,,211234298,,Compressor,Compressor,$-,0,0,,,,,,,Window,2021
12W3E1-A,,211234345,,Condenser,Condenser,$-,0,0,,,,,,,Window,2021
12W3E1-A,,211234361,,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2021
12W3E1-A,,211350337,,Base Foaming,Base Foaming,$-,0,0,,,,,,,Window,2021
12W3E1-A,,211350338,,Top cover,Top cover,$-,0,0,,,,,,,Window,2021
12W3E1-A,,211368093,,Base Carton,Base Carton,$-,0,0,,,,,,,Window,2021
12W3E1-A,,214146541,,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2021
12W3E1-A,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2021
12W3E1-A,,1180010019,,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2021
12W3E1-A,,1180010025,,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2021
12W3E1-A,,1180010035,,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2021
12W3E1-A,,1193070510,A2004-000143,Screw bag,Screw bag,$4.00,195,0,Y,,,,,,Window,2021
12W3E1-A,,210736651B,,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210736652B,,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210736653C,,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2021
12W3E1-A,,210901411C,,Main pcb,Main pcb,$37.48,15,0,,Y,,,,,Window,2021
12W3E1-A,,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2021
12W3E1-A,,210901457C,,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2021
12W3E1-A,,210901465A,,Transformer,Transformer,$5.10,25,0,,Y,,,,,Window,2021
12W3E1-A,,211354038A,,Filler Panels bag,Filler Panels bag,$-,0,0,,,,,,,Window,2021
12W3E1-A,,214146600A,,installation accessories,installation accessories,$-,0,0,,,,,,,Window,2021
12W3E1-A,,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2021
12W3E1-A,,GSK8-15K,,Gasket Seal Kit,Gasket Seal Kit,$4.00,100,0,Y,,,,,,Window,2021
12W9E1,1,210739773,41106-000184,Front Panel Assembly,Front Panel Assembly,$33.04,10,0,,Y,,,,,Window,2021
12W9E1,1.1,210738621,41507-000050,Intake grille,Intake grille,$-,0,0,,,,,,,Window,2021
12W9E1,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2021
12W9E1,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2021
12W9E1,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2021
12W9E1,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2021
12W9E1,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2021
12W9E1,2.4,210901423,10303-100043,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2021
12W9E1,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2021
12W9E1,2.6,210901461C,31502-000023,Display PCB,Display PCB,$29.28,20,0,,Y,,,,,Window,2021
12W9E1,2.7,210736561,41507-000031,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2021
12W9E1,2.8,210901721,10502-100032,Transformer,Transformer,$8.70,9,0,,Y,,,,,Window,2021
12W9E1,2.9,210901411P,31502-000014,Main pcb,Main pcb,$35.56,5,0,,Y,,,,,Window,2021
12W9E1,3,211234361,92011-003346,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2021
12W9E1,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2021
12W9E1,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2021
12W9E1,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2021
12W9E1,7,/,92011-005411,Condenser,Condenser,$-,0,0,,,,,,,Window,2021
12W9E1,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2021
12W9E1,9,210736621,41504-000043,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2021
12W9E1,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2021
12W9E1,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2021
12W9E1,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2021
12W9E1,13,211234298,92014-000262,Compressor,Compressor,$-,0,0,,,,,,,Window,2021
12W9E1,14,210736570,41214-000856,Pipe Cover (two-way),Pipe Cover (two-way),$-,0,0,,,,,,,Window,2021
12W9E1,15,/,92007-006318,Cold Tube,Cold Tube,$-,0,0,,,,,,,Window,2021
12W9E1,16,210736569,41214-000857,Pipe Cover (four-way),Pipe Cover (four-way),$-,0,0,,,,,,,Window,2021
12W9E1,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2021
12W9E1,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2021
12W9E1,20,211368093,A2005-000502,Base Carton,Base Carton,$-,0,0,,,,,,,Window,2021
12W9E1,21,211350337,A1202-000020,Base Foaming,Base Foaming,$-,0,0,,,,,,,Window,2021
12W9E1,22,211350338,A1602-000001,Top cover,Top cover,$-,0,0,,,,,,,Window,2021
12W9E1,23,210901457C,22013-000262,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2021
12W9E1,24,,/,installation accessories,installation accessories,$-,0,0,,,,,,,Window,2021
12W9E1,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2021
12W9E1,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,,Y,,,,,Window,2021
12W9E1,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,Same as Kit? 214156217,,,Window,2021
12W9E1,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2021
12W9E1,26,214154672,32001-000143,Wifi Module,Wifi Module,$17.40,10,0,,Y,,,,,Window,2021
12W9E1,24.3.1,214146707,41509-000012,Filler Panels,Filler Panels,$6.15,10,0,Y,,,,,,Window,2021
12W9E1,24.3.2,210736622,41509-000044,Filler Panels Left Rail,Filler Panels Left Rail,$4.08,5,0,Y,,,,,,Window,2021
12W9E1,24.3.3,210736623,41509-000034,Filler Panels Right Rail,Filler Panels Right Rail,$4.08,20,0,Y,,,,,,Window,2021
12W9E1,24.3.4,211354038A,A2004-000157,Filler Panels bag,Filler Panels bag,$-,0,0,,,,,,,Window,2021
12W9E1,24.4.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2021
12W9E1,24.4.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2021
