Model,Item,Part No.,Alternate Part No.,Part Name (BOM),Part Description (TCLNA),Price,Inventory,New Part No. Inventory,Accessory?,Service,Never,Notes,Mario,Inspect?,Type,Year Sold
H10W24W,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2022
H10W24W,13,#N/A,92014-000757,Compressor,Compressor,$-,0,0,,,,,,,Window,2022
H10W24W,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2022
H10W24W,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2022
H10W24W,22,#N/A,A1502-000014,Top cover,Top cover,$-,0,0,,,,,,,Window,2022
H10W24W,23,210901457C,22013-003959,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2022
H10W24W,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2022
H10W24W,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2022
H10W24W,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2022
H10W24W,24.4,#N/A,,Filler Panels Left Rail,Filler Panels Left Rail,$-,0,0,,,,,,,Window,2022
H10W24W,24.5,#N/A,,Filler Panels Right Rail,Filler Panels Right Rail,$-,0,0,,,,,,,Window,2022
H10W24W,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2022
H10W24W,26,0,32001-000308,Wifi Module,Wifi Module,$-,0,0,,Y,,,,,Window,2022
H10W24W,24.7.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2022
H10W24W,24.7.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2022
H10W24W,24.7.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2022
H10W24W,24.7.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2022
H10W24W,24.7.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2022
H10W24W,24.7.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2022
H10W24W,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2022
H10W24W,,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2022
H10W24W,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2022
H10W26W,1,#N/A,41507-000241,Front Panel Assembly,Front Panel Assembly,$-,0,0,,Y,,,,,Window,2022
H10W26W,1.1,#N/A,41507-000236,Intake grille,Intake grille,$-,0,0,,Y,,,,,Window,2022
H10W26W,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2022
H10W26W,2,#N/A,/,Electrical Assembly,Electrical Assembly,$-,0,0,,,,,,,Window,2022
H10W26W,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2022
H10W26W,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2022
H10W26W,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2022
H10W26W,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2022
H10W26W,2.4,210901421,10303-100046,Capacitor,Capacitor,$9.72,5,0,,Y,,,,,Window,2022
H10W26W,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2022
H10W26W,2.6,#N/A,31502-000046,Display PCB,Display PCB,$-,0,0,,,,,,,Window,2022
H10W26W,2.7,#N/A,41507-000235,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2022
H10W26W,2.8,210901465A,10502-100022,Transformer,Transformer,$5.10,25,0,,Y,,,,,Window,2022
H10W26W,2.9,#N/A,31501-000007,Main pcb,Main pcb,$-,0,0,,,,,,,Window,2022
H10W26W,3,#N/A,92011-006262,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2022
H10W26W,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2022
H10W26W,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2022
H10W26W,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2022
H10W26W,7,211234443,92011-001098,Condenser,Condenser,$-,0,0,,,,,,,Window,2022
H10W26W,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2022
H10W26W,9,/,41504-000212,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2022
H10W26W,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2022
H10W26W,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2022
H10W26W,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2022
H10W26W,13,#N/A,92014-000757,Compressor,Compressor,$-,0,0,,,,,,,Window,2022
H10W26W,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2022
H10W26W,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2022
H10W26W,22,#N/A,A1502-000014,Top cover,Top cover,$-,0,0,,,,,,,Window,2022
H10W26W,23,210901457C,22013-000262,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2022
H10W26W,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2022
H10W26W,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2022
H10W26W,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2022
H10W26W,24.4,#N/A,,Filler Panels Left Rail,Filler Panels Left Rail,$-,0,0,,,,,,,Window,2022
H10W26W,24.5,#N/A,,Filler Panels Right Rail,Filler Panels Right Rail,$-,0,0,,,,,,,Window,2022
H10W26W,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2022
H10W26W,24.7.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2022
H10W26W,24.7.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2022
H10W26W,24.7.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2022
H10W26W,24.7.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2022
H10W26W,24.7.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2022
H10W26W,24.7.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2022
H10W26W,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2022
H10W26W,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2022
H12W24W,1,#N/A,41507-000241,Front Panel Assembly,Front Panel Assembly,$-,0,0,,,,,,,Window,2022
H12W24W,1.1,#N/A,41507-000236,Intake grille,Intake grille,$-,0,0,,Y,,,,,Window,2022
H12W24W,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2022
H12W24W,2,#N/A,/,Electrical Assembly,Electrical Assembly,$-,0,0,,,,,,,Window,2022
H12W24W,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2022
H12W24W,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2022
H12W24W,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2022
H12W24W,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2022
H12W24W,2.4,210901422,10303-100045,Capacitor,Capacitor,$9.34,5,0,,Y,,,,,Window,2022
H12W24W,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2022
H12W24W,2.6,#N/A,31502-000046,Display PCB,Display PCB,$-,0,0,,,,,,,Window,2022
H12W24W,2.7,#N/A,41507-000235,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2022
H12W24W,2.8,210901721,10502-100032,Transformer,Transformer,$8.70,9,0,,Y,,,,,Window,2022
H12W24W,2.9,#N/A,31501-000010,Main pcb,Main pcb,$-,0,0,,,,,,,Window,2022
H12W24W,3,#N/A,92011-006416,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2022
H12W24W,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W24W,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W24W,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2022
H12W24W,7,#N/A,92011-005472,Condenser,Condenser,$-,0,0,,,,,,,Window,2022
H12W24W,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2022
H12W24W,9,/,41504-000212,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2022
H12W24W,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2022
H12W24W,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2022
H12W24W,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W24W,13,#N/A,92014-000836,Compressor,Compressor,$-,0,0,,,,,,,Window,2022
H12W24W,14,#N/A,/,Pipe Cover (four-way),Pipe Cover (four-way),$-,0,0,,,,,,,Window,2022
H12W24W,16,#N/A,/,Pipe Cover (two-way),Pipe Cover (two-way),$-,0,0,,,,,,,Window,2022
H12W24W,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2022
H12W24W,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2022
H12W24W,22,#N/A,A1502-000014,Top cover,Top cover,$-,0,0,,,,,,,Window,2022
H12W24W,23,210901457C,22013-003959,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2022
H12W24W,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2022
H12W24W,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2022
H12W24W,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2022
H12W24W,24.4,#N/A,,Filler Panels Left Rail,Filler Panels Left Rail,$-,0,0,,,,,,,Window,2022
H12W24W,24.5,#N/A,,Filler Panels Right Rail,Filler Panels Right Rail,$-,0,0,,,,,,,Window,2022
H12W24W,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2022
H12W24W,26,0,32001-000308,Wifi Module,Wifi Module,$-,0,0,,Y,,,,,Window,2022
H12W24W,24.7.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2022
H12W24W,24.7.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2022
H12W24W,24.7.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2022
H12W24W,24.7.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2022
H12W24W,24.7.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2022
H12W24W,24.7.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2022
H12W24W,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2022
H12W24W,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2022
H12W25W-CA,1,#N/A,41507-000241,Front Panel Assembly,Front Panel Assembly,$-,0,0,,,,,,,Window,2022
H12W25W-CA,1.1,#N/A,41507-000236,Intake grille,Intake grille,$-,0,0,,Y,,,,,Window,2022
H12W25W-CA,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2022
H12W25W-CA,2,#N/A,/,Electrical Assembly,Electrical Assembly,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2022
H12W25W-CA,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.4,210901423,10303-100043,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2022
H12W25W-CA,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.6,#N/A,31502-000046,Display PCB,Display PCB,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.7,#N/A,41507-000235,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2022
H12W25W-CA,2.8,210901721,10502-100032,Transformer,Transformer,$8.70,9,0,,Y,,,,,Window,2022
H12W25W-CA,2.9,#N/A,31501-000010,Main pcb,Main pcb,$-,0,0,,,,,,,Window,2022
H12W25W-CA,3,#N/A,92011-005405,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2022
H12W25W-CA,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W25W-CA,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W25W-CA,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2022
H12W25W-CA,7,#N/A,92011-005417,Condenser,Condenser,$-,0,0,,,,,,,Window,2022
H12W25W-CA,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2022
H12W25W-CA,9,210736621,41504-000043,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2022
H12W25W-CA,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2022
H12W25W-CA,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2022
H12W25W-CA,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W25W-CA,13,#N/A,92014-000756,Compressor,Compressor,$-,0,0,,,,,,,Window,2022
H12W25W-CA,14,210736569,41214-000857,Pipe Cover (four-way),Pipe Cover (four-way),$-,0,0,,,,,,,Window,2022
H12W25W-CA,15,/,92007-006318,cold tube,cold tube,$-,0,0,,,,,,,Window,2022
H12W25W-CA,16,210736570,41214-000856,Pipe Cover (two-way),Pipe Cover (two-way),$-,0,0,,,,,,,Window,2022
H12W25W-CA,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2022
H12W25W-CA,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2022
H12W25W-CA,22,#N/A,A1502-000014,Top cover,Top cover,$-,0,0,,,,,,,Window,2022
H12W25W-CA,23,210901457C,22013-003959,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2022
H12W25W-CA,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2022
H12W25W-CA,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2022
H12W25W-CA,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2022
H12W25W-CA,24.4,#N/A,,Filler Panels Left Rail,Filler Panels Left Rail,$-,0,0,,,,,,,Window,2022
H12W25W-CA,24.5,#N/A,,Filler Panels Right Rail,Filler Panels Right Rail,$-,0,0,,,,,,,Window,2022
H12W25W-CA,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2022
H12W25W-CA,26,0,32001-000308,Wifi Module,Wifi Module,$-,0,0,,Y,,,,,Window,2022
H12W25W-CA,24.7.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2022
H12W25W-CA,24.7.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2022
H12W25W-CA,24.7.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2022
H12W25W-CA,24.7.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2022
H12W25W-CA,24.7.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2022
H12W25W-CA,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2022
H12W25W-CA,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2022
H12W26W,1,#N/A,41507-000241,Front Panel Assembly,Front Panel Assembly,$-,0,0,,,,,,,Window,2022
H12W26W,1.1,#N/A,41507-000236,Intake grille,Intake grille,$-,0,0,,Y,,,,,Window,2022
H12W26W,1.2,210736617,41507-000133,Air Filter,Air Filter,$4.14,100,0,Y,,,,,,Window,2022
H12W26W,2,#N/A,/,Electrical Assembly,Electrical Assembly,$-,0,0,,,,,,,Window,2022
H12W26W,2.1,210736672,42001-000057,Cable Clamp,Cable Clamp,$-,0,0,,,,,,,Window,2022
H12W26W,2.1,210901539,10104-100026,Sensor Assembly,Sensor Assembly,$6.96,40,0,,Y,,,,,Window,2022
H12W26W,2.2,210826720,41505-000010,Electrical Box Assembly,Electrical Box Assembly,$-,0,0,,,,,,,Window,2022
H12W26W,2.3,210826496,42001-000027,Capacitor Strip,Capacitor Strip,$-,0,0,,,,,,,Window,2022
H12W26W,2.4,210901423,10303-100043,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2022
H12W26W,2.5,210826683,41505-000051,Electrical Box Cover,Electrical Box Cover,$-,0,0,,,,,,,Window,2022
H12W26W,2.6,#N/A,31502-000046,Display PCB,Display PCB,$-,0,0,,,,,,,Window,2022
H12W26W,2.7,#N/A,41507-000235,Control Box panel,Control Box panel,$-,0,0,,,,,,,Window,2022
H12W26W,2.8,210901465A,10502-100022,Transformer,Transformer,$5.10,25,0,,Y,,,,,Window,2022
H12W26W,2.9,#N/A,31501-000007,Main pcb,Main pcb,$-,0,0,,,,,,,Window,2022
H12W26W,3,#N/A,92011-005405,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2022
H12W26W,4,210736652B,41504-000138,Middle Vortex Shell,Middle Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W26W,5,210736651B,41504-000132,Up Vortex Shell,Up Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W26W,6,214146541,41508-000002,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2022
H12W26W,7,#N/A,92011-005417,Condenser,Condenser,$-,0,0,,,,,,,Window,2022
H12W26W,8,210736728,41503-000007,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2022
H12W26W,9,210736621,41504-000043,Back Surround Plate,Back Surround Plate,$-,0,0,,,,,,,Window,2022
H12W26W,10,210901435,22001-000166,Fan Motor,Fan Motor,$-,0,0,,,,,,,Window,2022
H12W26W,11,210736727,41503-000010,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2022
H12W26W,12,210736653C,41504-000136,Down Vortex Shell,Down Vortex Shell,$-,0,0,,,,,,,Window,2022
H12W26W,13,#N/A,92014-000756,Compressor,Compressor,$-,0,0,,,,,,,Window,2022
H12W26W,14,210736569,41214-000857,Pipe Cover (four-way),Pipe Cover (four-way),$-,0,0,,,,,,,Window,2022
H12W26W,15,/,92007-006318,cold tube,cold tube,$-,0,0,,,,,,,Window,2022
H12W26W,16,210736570,41214-000856,Pipe Cover (two-way),Pipe Cover (two-way),$-,0,0,,,,,,,Window,2022
H12W26W,17,210826728,41502-000002,Base,Base,$-,0,0,,,,,,,Window,2022
H12W26W,18,210901453A,22007-000069,Power Supply Cord,Power Supply Cord,$38.04,27,0,,Y,,,,,Window,2022
H12W26W,22,#N/A,A1502-000014,Top cover,Top cover,$-,0,0,,,,,,,Window,2022
H12W26W,23,210901457C,22013-000262,Remote Controller,Remote Controller,$7.96,1002,0,Y,,,,,,Window,2022
H12W26W,24.1,210737020,41214-000499,Window Sash seal,Window Sash seal,$3.00,23,0,Y,,,,,,Window,2022
H12W26W,24.2,210737051,42006-000235,Foam Top window Gasket,Foam Top window Gasket,$2.00,23,0,Y,,,,,,Window,2022
H12W26W,24.3,FPKW10-12K,41509-000004,Filler Panel Kit White 10-12K,Filler Panel Kit White 10-14K,$10.00,100,0,Y,,,,,,Window,2022
H12W26W,24.4,#N/A,,Filler Panels Left Rail,Filler Panels Left Rail,$-,0,0,,,,,,,Window,2022
H12W26W,24.5,#N/A,,Filler Panels Right Rail,Filler Panels Right Rail,$-,0,0,,,,,,,Window,2022
H12W26W,25,210826820,41509-000023,Top mounting Rail,Top mounting Rail,$5.08,100,0,Y,,,,,,Window,2022
H12W26W,24.7.1,1193070510,A2004-000143,Screw bag,Screw Kit Black,$4.00,195,0,Y,,,,,,Window,2022
H12W26W,24.7.2,210826603,41214-000132,Sash lock,Sash lock,$2.00,70,0,Y,,,,,,Window,2022
H12W26W,24.7.3,210826602,41214-000139,Lock Frame,Lock Frame,$2.00,65,0,Y,,,,,,Window,2022
H12W26W,24.7.4,1180010035,51314-100013,screw 4.2*9.5,screw 4.2*9.5,$0.25,65,0,Y,,,,,,Window,2022
H12W26W,24.7.5,1180010019,51314-100010,screw 4.2*13,screw 4.2*13,$0.25,60,0,Y,,,,,,Window,2022
H12W26W,24.7.6,1180010025,51314-100011,screw 4.2*19,screw 4.2*19,$0.25,45,0,Y,,,,,,Window,2022
H12W26W,,214146620,,Screw Kit White 5-12k,Screw Kit White 5-12k,$4.00,695,0,Y,,,,,,Window,2022
H12W26W,,GSK8-15K,,Gasket Seal Kit 8-24K,Gasket Seal Kit 8-24K,$4.00,100,0,Y,,,,,,Window,2022
H15W25W,1,210739750,41106-000222,Front Panel Assembly,Front Panel Assembly,$50.08,5,0,,Y,,,,,Window,2022
H15W25W,1.1,210738630,41507-000049,Intake grille,Intake grille,$-,0,0,,,,,,,Window,2022
H15W25W,1.2,210736614,41507-000104,swing rod,swing rod,$-,0,0,,,,,,,Window,2022
H15W25W,1.3,210736557,41507-000123,Leading Flow Circle,Leading Flow Circle,$-,0,0,,,,,,,Window,2022
H15W25W,1.4,210736555,42008-000062,Air Filter,Air Filter,$7.50,50,0,Y,,,,,,Window,2022
H15W25W,1.5,210736551,41607-000058,Front Panel,Front Panel,$-,0,0,,,,,,,Window,2022
H15W25W,1.6,210736554,41507-000071,Louver Connecter,Louver Connecter,$-,0,0,,,,,,,Window,2022
H15W25W,1.7,210736553,41507-000097,Louver,Louver,$-,0,0,,,,,,,Window,2022
H15W25W,2,210736556B,41504-000149,Front Vortex Shell,Front Vortex Shell,$-,0,0,,,,,,,Window,2022
H15W25W,3,210826634,41214-000196,Electrical Box Cover supporter,Electrical Box Cover supporter,$-,0,0,,,,,,,Window,2022
H15W25W,4,210736558B,41504-000168,Water drainage pan,Water drainage pan,$-,0,0,,,,,,,Window,2022
H15W25W,5,210826633,41504-000055,Top plate,Top plate,$-,0,0,,,,,,,Window,2022
H15W25W,6,210736562B,41504-000143,Back Vortex Shell,Back Vortex Shell,$-,0,0,,,,,,,Window,2022
H15W25W,7,210826715,41504-000033,Partition plate Assembly,Partition plate Assembly,$-,0,0,,,,,,,Window,2022
H15W25W,8,210736566,41509-000040,Filler Panels Left Rail,Filler Panels Left Rail,$5.16,10,0,Y,,,,,,Window,2022
H15W25W,9,210736743,41509-000014,Filler Panels,Filler Panels,$6.24,40,0,Y,,,,,,Window,2022
H15W25W,10,210826835,41509-000026,Top mounting Rail,Top mounting Rail,$8.70,50,0,Y,,,,,,Window,2022
H15W25W,11,210736744,41214-000913,Filler Panels plug,Filler Panels plug,$2.00,30,0,Y,,,,,,Window,2022
H15W25W,12,210736567,41509-000030,Filler Panels Right Rail,Filler Panels Right Rail,$4.68,20,0,Y,,,,,,Window,2022
H15W25W,13,210826802,41608-000010,Cabinet,Cabinet,$-,0,0,,,,,,,Window,2022
H15W25W,14,#N/A,92011-005866,Condenser,Condenser,$-,0,0,,,,,,,Window,2022
H15W25W,16,210736731,41503-000008,Propeller Fan,Propeller Fan,$-,0,0,,,,,,,Window,2022
H15W25W,17,#N/A,41706-000008,Back Surround Plate Assembly,Back Surround Plate Assembly,$-,0,0,,,,,,,Window,2022
H15W25W,18,210736656,41504-000048,Back Surround Cover Plate,Back Surround Cover Plate,$-,0,0,,,,,,,Window,2022
H15W25W,19,210901458,22001-000165,Fan Motor,Fan Motor,$78.36,4,0,,Y,,,,,Window,2022
H15W25W,20,210736741,41503-000009,Centrifugal Fan,Centrifugal Fan,$-,0,0,,,,,,,Window,2022
H15W25W,23,210826712,41602-000016,Base,Base,$-,0,0,,,,,,,Window,2022
H15W25W,24,#N/A,92014-000783,Compressor,Compressor,$-,0,0,,,,,,,Window,2022
H15W25W,25,#N/A,92011-005525,Evaporator,Evaporator,$-,0,0,,,,,,,Window,2022
H15W25W,26,#N/A,92007-006892,Capillary Assembly,Capillary Assembly,$-,0,0,,,,,,,Window,2022
H15W25W,27,#N/A,92006-006601,Discharge Pipe,Discharge Pipe,$-,0,0,,,,,,,Window,2022
H15W25W,28.1,210826731A,41505-000233,Electrical Box,Electrical Box,$-,0,0,,,,,,,Window,2022
H15W25W,28.2,210736568,41214-000877,Main pcb supporter,Main pcb supporter,$-,0,0,,,,,,,Window,2022
H15W25W,28.3,#N/A,31501-000010,Main pcb,Main pcb,$-,0,0,,,,,,,Window,2022
H15W25W,28.4,210901423,10303-100043,Capacitor,Capacitor,$13.50,5,0,,Y,,,,,Window,2022
H15W25W,28.5,210901721,10502-100032,Transformer,Transformer,$8.70,9,0,,Y,,,,,Window,2022
